Country Name,Series Name,Series Code,2004,2005,2006,2007,2008,2009
Georgia,"School enrollment, secondary (% gross)",SE.SEC.ENRR,79.06263733,81.78240204,83.48542786,89.32980347,89.58023834,86.75720215
Georgia,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,5,5,5,5,6,6
Georgia,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,9.927429099,12.11002282,15.44823911,17.7153065,23.80935867,23.13855221
Georgia,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,3.65259664,3.65259664,3.65259664,3.65259664,3.65259664,3.65259664
Georgia,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.1480791,1.098772839,1.414730148,1.306343229,1.19265435,1.263043808
Georgia,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.582189668,3.008499072,3.828094308,2.128780249,5.598527545,7.207221373
Georgia,Trade (% of GDP),NE.TRD.GNFS.ZS,79.73804799,85.31592742,89.88222935,89.15629877,87.02354933,78.67341988
Georgia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.60000038,13.80000019,13.60000038,13.30000019,16.5,16.89999962
Georgia,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,12.60000038,13.80000019,13.60000038,13.30000019,16.5,16.89999962
Georgia,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.656354092,8.247064182,9.160958333,9.244918532,9.999499662,1.726045717
Germany,GINI index (World Bank estimate),SI.POV.GINI,..,..,32.78,32.4,31.29,31.51
Germany,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,37914.77498,38294.3461,40103.03134,41382.01718,41714.08593,39930.78223
Germany,Age dependency ratio (% of working-age population),SP.POP.DPND,48.91003901,49.54515071,50.10784888,50.67015737,51.17680538,51.5584853
Germany,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1.027215742,0.780462746,0.800593553,0.844347671,0.912497028,0.757763812
Germany,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.6,8.3,8.2,8.3,8.3,8.1
Germany,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.909703421,9.667572788,9.782471109,9.489020532,9.525658763,8.803954839
Germany,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.012859382,0.002965161,0.003834268,0.011024263,0.063850828,0.007441169
Germany,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.9,10.1,10,10.1,10.3,10.4
Germany,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,0.032824574
Germany,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,2.299999952,2.400000095,2.299999952,2.200000048,1.799999952,1.700000048
Germany,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,59.73239434,59.45897194,60.00552923,58.460933,59.99887837,59.31030579
Germany,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,..,14.8,..,..,..,..
Germany,Forest area (% of land area),AG.LND.FRST.ZS,32.62321874,32.64135795,32.65944024,32.67846388,32.69655509,32.71277359
Germany,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1.889960594,2.159295443,2.519235527,2.293106569,2.5664713,2.097741538
Germany,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,10.66885276,10.80880237,10.63732227,10.47696109,10.70409896,11.75385393
Germany,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,..,..,..,..,..,..
Germany,International migrant stock (% of population),SM.POP.TOTL.ZS,..,12.85069635,..,..,..,..
Germany,Internet users (per 100 people),IT.NET.USER.P2,64.73,68.71,72.16,75.16,78,79
Germany,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537
Germany,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..
Germany,Long-term unemployment (% of total unemployment),SL.UEM.LTRM.ZS,51.09999847,52.5,55.70000076,56,51.79999924,44.90000153
Germany,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,22.22421776,22.29042199,22.97242791,23.28605217,22.33540307,19.76098991
Germany,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,4.35E-05,0.000337149,0.00041574,0.000996838,0.001347924,0.0004023
Germany,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.349897247,1.331697,1.270395783,1.238591137,1.283179959,1.390953571
Germany,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,85.06020667,94.55486999,102.2828888,115.1403608,126.5575074,126.2280577
Germany,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.087677373,0.136771339,0.13020605,0.111869649,0.134892823,0.061282613
Germany,Population density (people per sq. km of land area),EN.POP.DNST,236.5921954,236.4646806,236.2251979,235.9433619,235.5221782,234.9396374
Germany,"Population, total",SP.POP.TOTL,82516260,82469422,82376451,82266372,82110097,81902307
Germany,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,..,..,..,..,..,..
Germany,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,8.893958597,8.926451552,9.00155434,9.084496883,9.161641838,9.244671215
Germany,Population growth (annual %),SP.POP.GROW,-0.021709728,-0.056778262,-0.112797498,-0.133718573,-0.190142845,-0.25338341
Germany,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,18.32493097,18.82311403,19.29882122,19.71862425,20.07194341,20.36327142
Germany,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,14.52042957,14.30744947,14.08241033,13.9112318,13.78034358,13.65559987
Germany,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..
Germany,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..
Germany,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,..,..,..,..,..,..
Germany,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,..,..,..,..,..,..
Germany,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,96.93061066,94.907547,97.10656738,102.444191,101.2728195,101.7588577
Germany,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,32.8,31.8,31.6,31.6,32.2,32.8
Germany,Rural population (% of total population),SP.RUR.TOTL.ZS,26.711,26.645,26.506,26.305,26.105,25.907
Germany,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.7200699,101.5271072,103.1661072,103.9264221,103.1596985,102.2825089
Germany,"School enrollment, primary (% net)",SE.PRM.NENR,96.84538269,97.50924683,98.26538086,98.20437622,97.60386658,97.28687286
Germany,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..
Germany,"School enrollment, secondary (% gross)",SE.SEC.ENRR,99.07363892,99.30924988,100.1713562,99.44062805,100.5252686,100.5095978
Germany,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,8,8,8,8,7,7
Germany,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,10.26645146,10.46470133,10.67065518,11.11505073,11.17309482,11.48836225
Germany,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,41.28100886,41.94512167,42.16322348,42.38810709,42.42136331,42.4213633
Germany,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.196201108,0.253932727,0.265961858,0.280285263,0.338548436,0.167929934
Germany,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..
Germany,Trade (% of GDP),NE.TRD.GNFS.ZS,65.94294358,70.51561915,77.17969208,79.46747354,81.06132868,70.76249868
Germany,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.30000019,11.10000038,10.30000019,8.600000381,7.5,7.699999809
Germany,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.30000019,11.10000038,10.30000019,8.600000381,7.5,7.699999809
Germany,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.665736088,1.546910755,1.577429241,2.29834058,2.628383067,0.312737723
Ghana,GINI index (World Bank estimate),SI.POV.GINI,..,42.77,..,..,..,..
Ghana,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,..,..,2643.911205,2743.996604,2904.246981,2930.30448
Ghana,Age dependency ratio (% of working-age population),SP.POP.DPND,77.92388231,77.28456535,76.89645269,76.28529651,75.55067103,74.86081764
Ghana,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,41.5473174,40.93535116,30.40492755,29.05005334,30.9619018,32.90638226
Ghana,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.024,33.82,33.569,33.28,32.957,32.602
Ghana,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.352614883,0.32693445,0.42630423,0.436236777,0.395319087,0.325052954
Ghana,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,0,0
Ghana,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.246,10.068,9.884,9.707,9.548,9.411
Ghana,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,0.974438237
Ghana,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,57.20000076,..,..,..
Ghana,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,27.72633059,27.95712717,31.85451704,34.10216866,31.50968346,34.24833733
Ghana,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,..,..,..,18.1,..,..
Ghana,Forest area (% of land area),AG.LND.FRST.ZS,39.65984003,39.78641118,39.9112244,40.03603762,40.16085084,40.28566406
Ghana,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,3.375937671,0.654034082,1.292176244,2.415475872,4.183114822
Ghana,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,3.9577238,4.5082162,4.63671078,5.30056273,4.85080318,5.17313155
Ghana,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,1.193057168,1.063381762,0.509226975,0.413300628,0.573318966,0.539357288
Ghana,International migrant stock (% of population),SM.POP.TOTL.ZS,..,7.804137111,..,..,..,..
Ghana,Internet users (per 100 people),IT.NET.USER.P2,1.716797704,1.831197461,2.723175973,3.85,4.27,5.44
Ghana,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.22485366,58.70453659,59.18670732,59.63785366,60.02995122,60.35102439
Ghana,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..
Ghana,Long-term unemployment (% of total unemployment),SL.UEM.LTRM.ZS,..,..,..,..,..,..
Ghana,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,9.570049382,9.460156495,10.23869465,9.1494457,7.942718918,7.19008294
Ghana,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1.998454486,2.275603176,2.931986806,3.169282284,3.971962488,6.00839193
Ghana,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.634514033,0.598185497,0.371048843,0.509249881,0.39844462,0.455352363
Ghana,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,8.135148478,13.44255251,23.72559884,33.75729429,50.0664665,63.77348397
Ghana,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0,0,0,0,0,0
Ghana,Population density (people per sq. km of land area),EN.POP.DNST,91.59045882,94.0033137,96.47486596,99.00694823,101.5905731,104.2153643
Ghana,"Population, total",SP.POP.TOTL,20840493,21389514,21951891,22528041,23115919,23713164
Ghana,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,..,..,..,..,..,..
Ghana,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,15.73989157,15.88662089,16.04027188,16.20014807,16.36890577,16.54605855
Ghana,Population growth (annual %),SP.POP.GROW,2.60112095,2.60029289,2.595248421,2.590751378,2.576071445,2.550882259
Ghana,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.32199435,3.385158728,3.434583381,3.471695564,3.49849383,3.519488163
Ghana,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,40.47419608,40.20835163,40.03517055,39.802076,39.53789594,39.29217122
Ghana,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,25.15,..,..,..,..
Ghana,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,31.9,..,..,..,..
Ghana,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,..,49.04,..,..,..,..
Ghana,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,..,..,..,..,..,..
Ghana,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,68.81970978,74.49619293,71.16893768,77.42854309,83.66268921,85.65628815
Ghana,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,10.9,10.9,10.9,10.9,7.9,8.3
Ghana,Rural population (% of total population),SP.RUR.TOTL.ZS,53.37,52.692,52.012,51.331,50.649,49.969
Ghana,"School enrollment, primary (% gross)",SE.PRM.ENRR,83.80680084,90.36096954,95.34689331,100.9564209,106.7091599,105.5337906
Ghana,"School enrollment, primary (% net)",SE.PRM.NENR,59.61724854,66.51315308,66.05534363,71.98322296,77.45018005,76.1436615
Ghana,"School enrollment, secondary (% net)",SE.SEC.NENR,38.64551163,39.96773148,41.15695953,47.14609146,47.03993988,45.68711853
Ghana,"School enrollment, secondary (% gross)",SE.SEC.ENRR,45.17393112,47.34944916,49.05768967,53.43358994,55.77602005,58.28952026
Ghana,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,6,6,6,7,7,7
Ghana,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.75210552,21.32150832,12.80732952,13.87798455,13.89596791,12.61246152
Ghana,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,14.67107798,14.67107798,14.67107798,14.67107798,14.67107798,14.67107798
Ghana,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,13.67965105,12.44078578,8.525832159,9.942865329,11.22372966,14.02689104
Ghana,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.250941433,3.130857835,1.41358269,0.950056304,1.049184381,1.064576157
Ghana,Trade (% of GDP),NE.TRD.GNFS.ZS,99.67033435,98.17151411,65.92277107,65.35432229,69.51422561,71.59473853
Ghana,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.599999905,3.799999952,3.599999905,3.700000048,4,4.099999905
Ghana,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,3.599999905,..,..,..
Ghana,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.62457406,15.11818572,10.91516997,10.73272807,16.52214331,19.25071443
Guatemala,GINI index (World Bank estimate),SI.POV.GINI,50.73,..,54.89,..,..,..
Guatemala,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,6071.003472,6120.041576,6273.983865,6506.979768,6578.924983,6431.78522
Guatemala,Age dependency ratio (% of working-age population),SP.POP.DPND,85.10349168,84.07453902,82.84190485,81.47570892,80.02433388,78.57955634
Guatemala,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,13.96625524,13.38366114,12.18513498,12.40610372,11.97226033,12.4289013
Guatemala,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.036,34.551,34.053,33.557,33.079,32.624
Guatemala,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.902390417,0.944599482,0.928571826,0.915844454,0.811036638,0.864736542
Guatemala,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,0,0
Guatemala,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.916,5.832,5.757,5.684,5.608,5.528
Guatemala,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,1.306823663
Guatemala,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,38.29999924,..,33.20000076,..,..,..
Guatemala,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,28.10311281,30.77214502,31.93862981,33.44775089,30.81611785,31.03411402
Guatemala,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,..,..,3.8,..,..,..
Guatemala,Forest area (% of land area),AG.LND.FRST.ZS,37.25270623,36.74878686,36.34565136,35.94251586,35.53938037,35.13624487
Guatemala,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,8.286935716,5.669260879,8.805962445,5.073290893,6.99637436,4.066507818
Guatemala,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,6.97149491,7.10364237,7.42842003,7.1078948,6.96944771,7.21267538
Guatemala,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,1.626627328,1.772638521,1.909194763,1.929874227,1.824086896,1.853515467
Guatemala,International migrant stock (% of population),SM.POP.TOTL.ZS,..,0.405332269,..,..,..,..
Guatemala,Internet users (per 100 people),IT.NET.USER.P2,5.1,5.7,6.5,7.3,8.3,9.3
Guatemala,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.33190244,69.60897561,69.86441463,70.11926829,70.38914634,70.68104878
Guatemala,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..
Guatemala,Long-term unemployment (% of total unemployment),SL.UEM.LTRM.ZS,..,..,..,..,..,..
Guatemala,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,20.5042955,20.19923157,20.25866938,19.81847755,19.82457668,19.88201856
Guatemala,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.000108085,0.013839672,0.204081862,0.399143831,0.360456696,0.484985694
Guatemala,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.479415837,0.383913657,0.431829652,0.398456601,0.425420452,0.390658739
Guatemala,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,25.61697311,35.57138428,55.2407726,89.33491997,109.5274308,123.7220234
Guatemala,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0,0,0,0,0,0
Guatemala,Population density (people per sq. km of land area),EN.POP.DNST,120.1727417,123.0263624,125.8869074,128.7572695,131.6413494,134.5467805
Guatemala,"Population, total",SP.POP.TOTL,12877711,13183505,13490041,13797629,14106687,14418033
Guatemala,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,..,..,..,..,..,..
Guatemala,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,17.34771808,17.36048191,17.38223034,17.41166544,17.44859016,17.49004875
Guatemala,Population growth (annual %),SP.POP.GROW,2.391881097,2.346843946,2.298528255,2.25450563,2.215217447,2.183077451
Guatemala,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.194767222,4.246465564,4.283856513,4.320213277,4.360173299,4.409269975
Guatemala,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,41.78140044,41.42771592,41.02408584,40.57599317,40.09178059,39.59327878
Guatemala,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,14.45,..,11.51,..,..,..
Guatemala,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,51,..,..,..
Guatemala,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,28.52,..,23.69,..,..,..
Guatemala,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,..,..,..,..,..,..
Guatemala,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,70.0403595,73.82057953,76.83055115,77.47183228,80.29454041,83.83509827
Guatemala,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.2,8.2,8.2,12,12,12
Guatemala,Rural population (% of total population),SP.RUR.TOTL.ZS,53.244,52.828,52.407,51.981,51.551,51.116
Guatemala,"School enrollment, primary (% gross)",SE.PRM.ENRR,112.4496994,113.3887405,114.2160721,114.1672821,114.3103333,116.7556686
Guatemala,"School enrollment, primary (% net)",SE.PRM.NENR,92.41535187,93.73174286,94.93605804,95.62943268,95.63356781,97.0098877
Guatemala,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,39.8501091,41.85350037
Guatemala,"School enrollment, secondary (% gross)",SE.SEC.ENRR,48.8445816,51.2269783,53.4475708,55.51488113,56.48381042,58.64308929
Guatemala,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,4,4,4,4,7,8
Guatemala,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.55273495,11.20538779,11.85697628,12.05936736,11.27379407,10.33550452
Guatemala,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,29.57574115,30.35801965,30.53221444,30.61561103,30.62964563,30.62964563
Guatemala,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.767090848,2.708364073,3.351760064,3.528689437,3.490266613,3.1987559
Guatemala,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,3.945624647,3.906843566,4.306947779,4.559865754,4.223799171,4.81841945
Guatemala,Trade (% of GDP),NE.TRD.GNFS.ZS,69.07815108,66.04855364,66.81807898,67.89883863,64.12502704,57.1057938
Guatemala,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.099999905,2.5,1.799999952,2.5,2.799999952,3.099999905
Guatemala,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.099999905,..,1.799999952,2.5,..,..
Guatemala,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.578622473,9.108649857,6.560852828,6.821617536,11.35576113,1.859102547
Hong Kong,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..
Hong Kong,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,39130.94909,41144.69804,44567.29614,47449.26162,49426.65951,46780.24779
Hong Kong,Age dependency ratio (% of working-age population),SP.POP.DPND,36.57491809,35.71200499,34.7016903,33.79690137,33.18043367,33.00790955
Hong Kong,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,0.075020274,0.069217472,0.064729874,0.063992555,0.056085964,0.067931565
Hong Kong,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7.2,8.4,9.6,10.2,11.3,11.8
Hong Kong,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.663078352,5.951097722,5.622615683,5.778084525,5.543874932,5.305811582
Hong Kong,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,0,0
Hong Kong,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.4,5.7,5.5,5.7,6,5.9
Hong Kong,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,0.004354373
Hong Kong,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,0.300000012,0.300000012,0.200000003,0.200000003,0.200000003,..
Hong Kong,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,99.61053159,99.60394726,99.53459798,99.55930103,99.54465607,99.56727614
Hong Kong,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,..,..,..,..,..,..
Hong Kong,Forest area (% of land area),AG.LND.FRST.ZS,..,..,..,..,..,..
Hong Kong,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1.238731543,1.544494642,1.676787496,1.979917986,2.781123337,4.421342284
Hong Kong,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,..,..,..,..,..,..
Hong Kong,Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,..,..,..,..,..,..
Hong Kong,International migrant stock (% of population),SM.POP.TOTL.ZS,..,39.93922092,..,..,..,..
Hong Kong,Internet users (per 100 people),IT.NET.USER.P2,56.39988039,56.9,60.8,64.8,66.7,69.4
Hong Kong,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.7804878,81.5804878,82.37560976,82.32682927,82.37560976,82.77560976
Hong Kong,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..
Hong Kong,Long-term unemployment (% of total unemployment),SL.UEM.LTRM.ZS,..,..,..,..,..,..
Hong Kong,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,3.074662701,2.879533999,2.712571334,2.040511386,1.910318241,1.789529315
Hong Kong,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0,0,0,0,0,0
Hong Kong,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..
Hong Kong,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,119.1029016,123.8892854,136.6602462,155.0398371,166.1936237,179.7816019
Hong Kong,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0,0,0,0,0,0
Hong Kong,Population density (people per sq. km of land area),EN.POP.DNST,6460.47619,6488.761905,6530.571429,6586.952381,6626.47619,6640.761905
Hong Kong,"Population, total",SP.POP.TOTL,6783500,6813200,6857100,6916300,6957800,6972800
Hong Kong,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,..,..,..,..,..,..
Hong Kong,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,100,100,100,100,100,100
Hong Kong,Population growth (annual %),SP.POP.GROW,0.779918562,0.436871406,0.642270483,0.859633272,0.598238787,0.215353334
Hong Kong,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,12.01630295,12.16460735,12.26892254,12.33989759,12.43974286,12.62761943
Hong Kong,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,14.76380522,14.1499445,13.4929632,12.91996035,12.47415484,12.18888301
Hong Kong,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..
Hong Kong,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..
Hong Kong,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,..,..,..,..,..,..
Hong Kong,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,..,..,..,..,..,..
Hong Kong,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,98.10756683,97.87171173
Hong Kong,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..
Hong Kong,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0
Hong Kong,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,98.13538361,98.18292236
Hong Kong,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,91.19557953,90.93640137
Hong Kong,"School enrollment, secondary (% net)",SE.SEC.NENR,71.37683105,72.60617065,73.22917938,74.71189117,76.23583984,77.64108276
Hong Kong,"School enrollment, secondary (% gross)",SE.SEC.ENRR,78.14173889,79.57926178,80.15766144,82.271492,83.99466705,85.43717194
Hong Kong,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,10,10,10,10,10,10
Hong Kong,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.81602325,12.39755687,12.48537434,13.94130932,12.7205068,12.49966099
Hong Kong,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,41.78104212,41.78104212,41.78104212,41.78104212,41.78104212,41.78104212
